"REGIONE";"COLLEGIO";"COMUNE";"ELETTORI";"ELETTORI_MASCHI";"VOTANTI";"VOTANTI_MASCHI";"SCHEDE_BIANCHE";"LISTA";"VOTI_LISTA"
"PIEMONTE";"ACQUI TERME-NOVI LIGURE";"MORSASCO";558;;528;;23;"PSDI";"44"
"PIEMONTE";"ACQUI TERME-NOVI LIGURE";"MORSASCO";558;;528;;23;"MSI";"5"
"PIEMONTE";"ACQUI TERME-NOVI LIGURE";"NOVI LIGURE";22303;;21595;;662;"PRI";"543"
"PIEMONTE";"ACQUI TERME-NOVI LIGURE";"NOVI LIGURE";22303;;21595;;662;"PSI";"2340"
"PIEMONTE";"ACQUI TERME-NOVI LIGURE";"NOVI LIGURE";22303;;21595;;662;"PLI";"1119"
"PIEMONTE";"ACQUI TERME-NOVI LIGURE";"NOVI LIGURE";22303;;21595;;662;"PCI-PSIUP";"8866"
"PIEMONTE";"ACQUI TERME-NOVI LIGURE";"NOVI LIGURE";22303;;21595;;662;"DC";"5366"
"PIEMONTE";"ACQUI TERME-NOVI LIGURE";"NOVI LIGURE";22303;;21595;;662;"PSDI";"1433"
"PIEMONTE";"ACQUI TERME-NOVI LIGURE";"NOVI LIGURE";22303;;21595;;662;"MSI";"1018"
"PIEMONTE";"ACQUI TERME-NOVI LIGURE";"ORSARA BORMIDA";438;;405;;19;"PRI";"2"
"PIEMONTE";"ACQUI TERME-NOVI LIGURE";"ORSARA BORMIDA";438;;405;;19;"PSI";"20"
"PIEMONTE";"ACQUI TERME-NOVI LIGURE";"ORSARA BORMIDA";438;;405;;19;"PLI";"8"
"PIEMONTE";"ACQUI TERME-NOVI LIGURE";"ORSARA BORMIDA";438;;405;;19;"PCI-PSIUP";"75"
"PIEMONTE";"ACQUI TERME-NOVI LIGURE";"ORSARA BORMIDA";438;;405;;19;"DC";"213"
"PIEMONTE";"ACQUI TERME-NOVI LIGURE";"ORSARA BORMIDA";438;;405;;19;"PSDI";"56"
"PIEMONTE";"ACQUI TERME-NOVI LIGURE";"ORSARA BORMIDA";438;;405;;19;"MSI";"5"
"PIEMONTE";"ACQUI TERME-NOVI LIGURE";"OVADA";8725;;8511;;220;"PRI";"126"
"PIEMONTE";"ACQUI TERME-NOVI LIGURE";"OVADA";8725;;8511;;220;"PSI";"535"
"PIEMONTE";"ACQUI TERME-NOVI LIGURE";"OVADA";8725;;8511;;220;"PLI";"375"
"PIEMONTE";"ACQUI TERME-NOVI LIGURE";"OVADA";8725;;8511;;220;"PCI-PSIUP";"4383"
"PIEMONTE";"ACQUI TERME-NOVI LIGURE";"OVADA";8725;;8511;;220;"DC";"2212"
"PIEMONTE";"ACQUI TERME-NOVI LIGURE";"OVADA";8725;;8511;;220;"PSDI";"390"
"PIEMONTE";"ACQUI TERME-NOVI LIGURE";"OVADA";8725;;8511;;220;"MSI";"195"
"PIEMONTE";"ACQUI TERME-NOVI LIGURE";"PARETO";726;;699;;20;"PRI";"2"
"PIEMONTE";"ACQUI TERME-NOVI LIGURE";"PARETO";726;;699;;20;"PSI";"63"
"PIEMONTE";"ACQUI TERME-NOVI LIGURE";"PARETO";726;;699;;20;"PLI";"5"
"PIEMONTE";"ACQUI TERME-NOVI LIGURE";"PARETO";726;;699;;20;"PCI-PSIUP";"66"
"PIEMONTE";"ACQUI TERME-NOVI LIGURE";"PARETO";726;;699;;20;"DC";"273"
"PIEMONTE";"ACQUI TERME-NOVI LIGURE";"PARETO";726;;699;;20;"PSDI";"229"
"PIEMONTE";"ACQUI TERME-NOVI LIGURE";"PARETO";726;;699;;20;"MSI";"15"
"PIEMONTE";"ACQUI TERME-NOVI LIGURE";"PARODI LIGURE";805;;774;;30;"PRI";"8"
"PIEMONTE";"ACQUI TERME-NOVI LIGURE";"PARODI LIGURE";805;;774;;30;"PSI";"44"
"PIEMONTE";"ACQUI TERME-NOVI LIGURE";"PARODI LIGURE";805;;774;;30;"PLI";"14"
"PIEMONTE";"ACQUI TERME-NOVI LIGURE";"PARODI LIGURE";805;;774;;30;"PCI-PSIUP";"163"
"PIEMONTE";"ACQUI TERME-NOVI LIGURE";"PARODI LIGURE";805;;774;;30;"DC";"366"
"PIEMONTE";"ACQUI TERME-NOVI LIGURE";"PARODI LIGURE";805;;774;;30;"PSDI";"108"
"PIEMONTE";"ACQUI TERME-NOVI LIGURE";"PARODI LIGURE";805;;774;;30;"MSI";"32"
"PIEMONTE";"ACQUI TERME-NOVI LIGURE";"PASTURANA";493;;481;;15;"PRI";"3"
"PIEMONTE";"ACQUI TERME-NOVI LIGURE";"PASTURANA";493;;481;;15;"PSI";"48"
"PIEMONTE";"ACQUI TERME-NOVI LIGURE";"PASTURANA";493;;481;;15;"PLI";"18"
"PIEMONTE";"ACQUI TERME-NOVI LIGURE";"PASTURANA";493;;481;;15;"PCI-PSIUP";"180"
"PIEMONTE";"ACQUI TERME-NOVI LIGURE";"PASTURANA";493;;481;;15;"DC";"119"
"PIEMONTE";"ACQUI TERME-NOVI LIGURE";"PASTURANA";493;;481;;15;"PSDI";"68"
"PIEMONTE";"ACQUI TERME-NOVI LIGURE";"PASTURANA";493;;481;;15;"MSI";"23"
"PIEMONTE";"ACQUI TERME-NOVI LIGURE";"PONTI";639;;612;;19;"PRI";"1"
"PIEMONTE";"ACQUI TERME-NOVI LIGURE";"PONTI";639;;612;;19;"PSI";"20"
"PIEMONTE";"ACQUI TERME-NOVI LIGURE";"PONTI";639;;612;;19;"PLI";"4"
"PIEMONTE";"ACQUI TERME-NOVI LIGURE";"PONTI";639;;612;;19;"PCI-PSIUP";"99"
"PIEMONTE";"ACQUI TERME-NOVI LIGURE";"PONTI";639;;612;;19;"DC";"205"
"PIEMONTE";"ACQUI TERME-NOVI LIGURE";"PONTI";639;;612;;19;"PSDI";"221"
"PIEMONTE";"ACQUI TERME-NOVI LIGURE";"PONTI";639;;612;;19;"MSI";"32"
"PIEMONTE";"ACQUI TERME-NOVI LIGURE";"PONZONE";1180;;1080;;43;"PRI";"5"
"PIEMONTE";"ACQUI TERME-NOVI LIGURE";"PONZONE";1180;;1080;;43;"PSI";"87"
"PIEMONTE";"ACQUI TERME-NOVI LIGURE";"PONZONE";1180;;1080;;43;"PLI";"21"
"PIEMONTE";"ACQUI TERME-NOVI LIGURE";"PONZONE";1180;;1080;;43;"PCI-PSIUP";"157"
"PIEMONTE";"ACQUI TERME-NOVI LIGURE";"PONZONE";1180;;1080;;43;"DC";"415"
"PIEMONTE";"ACQUI TERME-NOVI LIGURE";"PONZONE";1180;;1080;;43;"PSDI";"301"
"PIEMONTE";"ACQUI TERME-NOVI LIGURE";"PONZONE";1180;;1080;;43;"MSI";"12"
"PIEMONTE";"ACQUI TERME-NOVI LIGURE";"POZZOLO FORMIGARO";3005;;2898;;115;"PRI";"44"
"PIEMONTE";"ACQUI TERME-NOVI LIGURE";"POZZOLO FORMIGARO";3005;;2898;;115;"PSI";"365"
"PIEMONTE";"ACQUI TERME-NOVI LIGURE";"POZZOLO FORMIGARO";3005;;2898;;115;"PLI";"101"
"PIEMONTE";"ACQUI TERME-NOVI LIGURE";"POZZOLO FORMIGARO";3005;;2898;;115;"PCI-PSIUP";"1146"
"PIEMONTE";"ACQUI TERME-NOVI LIGURE";"POZZOLO FORMIGARO";3005;;2898;;115;"DC";"836"
"LOMBARDIA";"RHO";"CERIANO LAGHETTO";2733;;2668;;95;"PSDI";"165"
"LOMBARDIA";"RHO";"CERIANO LAGHETTO";2733;;2668;;95;"PRI";"51"
"CALABRIA";"CROTONE";"SCANDALE";1655;;1357;;40;"PSI";"23"
"CALABRIA";"CROTONE";"SCANDALE";1655;;1357;;40;"PRI";"5"
"CALABRIA";"CROTONE";"SCANDALE";1655;;1357;;40;"PSDI";"12"
"PIEMONTE";"ACQUI TERME-NOVI LIGURE";"GAVI";3138;;3015;;123;"PRI";"30"
"VENETO";"CHIOGGIA";"MIRA";19038;;18552;;485;"DC";"5980"
"VENETO";"CHIOGGIA";"VENEZIA";125897;;121571;;2415;"PCI-PSIUP";"36322"
"CAMPANIA";"SALA CONSILINA-VALLO DELLA LUCANIA";"TORRACA";609;;549;;30;"MSI";"36"
"VENETO";"VICENZA";"SOSSANO";2088;;1998;;69;"PLI";"57"
"VENETO";"VICENZA";"SOSSANO";2088;;1998;;69;"PRI";"16"
"VENETO";"VICENZA";"SOSSANO";2088;;1998;;69;"MSI";"98"
"VENETO";"VICENZA";"SOSSANO";2088;;1998;;69;"PSI";"67"
"VENETO";"VICENZA";"SOSSANO";2088;;1998;;69;"DC";"1435"
"VENETO";"VICENZA";"SOVIZZO";1722;;1653;;43;"PCI-PSIUP";"111"
"VENETO";"VICENZA";"SOVIZZO";1722;;1653;;43;"PSDI";"62"
"VENETO";"VICENZA";"SOVIZZO";1722;;1653;;43;"PLI";"25"
"VENETO";"VICENZA";"SOVIZZO";1722;;1653;;43;"PRI";"19"
"VENETO";"VICENZA";"SOVIZZO";1722;;1653;;43;"MSI";"59"
"VENETO";"VICENZA";"SOVIZZO";1722;;1653;;43;"PSI";"150"
"VENETO";"VICENZA";"SOVIZZO";1722;;1653;;43;"DC";"1166"
"VENETO";"VICENZA";"TORRI DI QUARTESOLO";2879;;2800;;63;"PCI-PSIUP";"156"
"VENETO";"VICENZA";"TORRI DI QUARTESOLO";2879;;2800;;63;"PSDI";"132"
"VENETO";"VICENZA";"TORRI DI QUARTESOLO";2879;;2800;;63;"PLI";"99"
"VENETO";"VICENZA";"TORRI DI QUARTESOLO";2879;;2800;;63;"PRI";"47"
"VENETO";"VICENZA";"TORRI DI QUARTESOLO";2879;;2800;;63;"MSI";"91"
"VENETO";"VICENZA";"TORRI DI QUARTESOLO";2879;;2800;;63;"PSI";"184"
"VENETO";"VICENZA";"TORRI DI QUARTESOLO";2879;;2800;;63;"DC";"1999"
"VENETO";"VICENZA";"VICENZA";72766;;71254;;1407;"PCI-PSIUP";"8819"
"VENETO";"VICENZA";"VICENZA";72766;;71254;;1407;"PSDI";"4536"
"VENETO";"VICENZA";"VICENZA";72766;;71254;;1407;"PLI";"4905"
"VENETO";"VICENZA";"VICENZA";72766;;71254;;1407;"PRI";"3119"
"VENETO";"VICENZA";"VICENZA";72766;;71254;;1407;"MSI";"5209"
"VENETO";"VICENZA";"VICENZA";72766;;71254;;1407;"PSI";"6055"
"VENETO";"VICENZA";"VICENZA";72766;;71254;;1407;"DC";"36428"
"VENETO";"VICENZA";"VILLAGA";1113;;1055;;40;"PCI-PSIUP";"54"
"VENETO";"VICENZA";"VILLAGA";1113;;1055;;40;"PSDI";"30"
"VENETO";"VICENZA";"VILLAGA";1113;;1055;;40;"PLI";"15"
"VENETO";"VICENZA";"VILLAGA";1113;;1055;;40;"PRI";"2"
"VENETO";"VICENZA";"VILLAGA";1113;;1055;;40;"MSI";"14"
"VENETO";"VICENZA";"VILLAGA";1113;;1055;;40;"PSI";"59"
"VENETO";"VICENZA";"VILLAGA";1113;;1055;;40;"DC";"828"
"VENETO";"VICENZA";"ZOVENCEDO";403;;382;;16;"PCI-PSIUP";"20"
"VENETO";"VICENZA";"ZOVENCEDO";403;;382;;16;"PSDI";"14"
"VENETO";"VICENZA";"ZOVENCEDO";403;;382;;16;"PLI";"8"
"VENETO";"VICENZA";"ZOVENCEDO";403;;382;;16;"PRI";"2"
"VENETO";"VICENZA";"ZOVENCEDO";403;;382;;16;"MSI";"6"
"VENETO";"VICENZA";"ZOVENCEDO";403;;382;;16;"PSI";"9"
"VENETO";"VICENZA";"ZOVENCEDO";403;;382;;16;"DC";"303"
"LOMBARDIA";"MILANO IV";"MILANO";148719;;141390;;2677;"PCI-PSIUP";"25825"
"LOMBARDIA";"MILANO IV";"MILANO";148719;;141390;;2677;"PC(MARX-LEN)IT";"1133"
"LOMBARDIA";"MILANO IV";"MILANO";148719;;141390;;2677;"DC";"40413"
"LOMBARDIA";"MILANO IV";"MILANO";148719;;141390;;2677;"PLI";"18258"
"LOMBARDIA";"MILANO IV";"MILANO";148719;;141390;;2677;"PSI";"14013"
"LOMBARDIA";"MILANO IV";"MILANO";148719;;141390;;2677;"MSI";"17207"
"LOMBARDIA";"MILANO IV";"MILANO";148719;;141390;;2677;"PSDI";"8038"
"LOMBARDIA";"MILANO IV";"MILANO";148719;;141390;;2677;"PRI";"12404"
"SICILIA";"RAGUSA";"ACATE";3408;;2920;;100;"PRI";"7"
"SICILIA";"RAGUSA";"ACATE";3408;;2920;;100;"PLI";"84"
"SICILIA";"RAGUSA";"ACATE";3408;;2920;;100;"PSI";"372"
"SICILIA";"RAGUSA";"ACATE";3408;;2920;;100;"PSDI";"107"
"SICILIA";"RAGUSA";"ACATE";3408;;2920;;100;"MSI";"308"
"SICILIA";"RAGUSA";"ACATE";3408;;2920;;100;"DC";"1007"
"SICILIA";"RAGUSA";"ACATE";3408;;2920;;100;"PCI-PSIUP";"897"
"SICILIA";"RAGUSA";"CHIARAMONTE GULFI";5479;;4935;;109;"PRI";"215"
"SICILIA";"RAGUSA";"CHIARAMONTE GULFI";5479;;4935;;109;"PLI";"326"
"SICILIA";"RAGUSA";"CHIARAMONTE GULFI";5479;;4935;;109;"PSI";"250"
"SICILIA";"RAGUSA";"CHIARAMONTE GULFI";5479;;4935;;109;"PSDI";"216"
"SICILIA";"RAGUSA";"CHIARAMONTE GULFI";5479;;4935;;109;"MSI";"447"
"SICILIA";"RAGUSA";"CHIARAMONTE GULFI";5479;;4935;;109;"DC";"2843"
"SICILIA";"RAGUSA";"CHIARAMONTE GULFI";5479;;4935;;109;"PCI-PSIUP";"413"
"LOMBARDIA";"RHO";"GARBAGNATE MILANESE";9651;;9852;;281;"MSI";"380"
"LOMBARDIA";"RHO";"GARBAGNATE MILANESE";9651;;9852;;281;"PSDI";"464"
"LOMBARDIA";"RHO";"GARBAGNATE MILANESE";9651;;9852;;281;"PRI";"174"
"LOMBARDIA";"RHO";"LAINATE";8922;;8712;;256;"PCI-PSIUP";"2514"
"LOMBARDIA";"RHO";"LAINATE";8922;;8712;;256;"PC(MARX-LEN)IT";"122"
"LOMBARDIA";"RHO";"LAINATE";8922;;8712;;256;"DC";"3371"
"LOMBARDIA";"RHO";"LAINATE";8922;;8712;;256;"PLI";"264"
"LOMBARDIA";"RHO";"LAINATE";8922;;8712;;256;"PSI";"1276"
"LOMBARDIA";"RHO";"LAINATE";8922;;8712;;256;"MSI";"306"
"LOMBARDIA";"RHO";"LAINATE";8922;;8712;;256;"PSDI";"347"
"LOMBARDIA";"RHO";"LAINATE";8922;;8712;;256;"PRI";"158"
"LOMBARDIA";"RHO";"LAZZATE";2826;;2762;;141;"PCI-PSIUP";"588"
"LOMBARDIA";"RHO";"LAZZATE";2826;;2762;;141;"PC(MARX-LEN)IT";"47"
"LOMBARDIA";"RHO";"LAZZATE";2826;;2762;;141;"DC";"1205"
"LOMBARDIA";"RHO";"LAZZATE";2826;;2762;;141;"PLI";"63"
"LOMBARDIA";"RHO";"LAZZATE";2826;;2762;;141;"PSI";"456"
"LOMBARDIA";"RHO";"LAZZATE";2826;;2762;;141;"MSI";"69"
"LOMBARDIA";"RHO";"LAZZATE";2826;;2762;;141;"PSDI";"128"
"LOMBARDIA";"RHO";"LAZZATE";2826;;2762;;141;"PRI";"32"
"LOMBARDIA";"RHO";"LIMBIATE";16249;;15741;;431;"PCI-PSIUP";"5937"
"LOMBARDIA";"RHO";"LIMBIATE";16249;;15741;;431;"PC(MARX-LEN)IT";"316"
"LOMBARDIA";"RHO";"LIMBIATE";16249;;15741;;431;"DC";"4505"
"LOMBARDIA";"RHO";"LIMBIATE";16249;;15741;;431;"PLI";"450"
"LOMBARDIA";"RHO";"LIMBIATE";16249;;15741;;431;"PSI";"2104"
"LOMBARDIA";"RHO";"LIMBIATE";16249;;15741;;431;"MSI";"585"
"LOMBARDIA";"RHO";"LIMBIATE";16249;;15741;;431;"PSDI";"827"
"LOMBARDIA";"RHO";"LIMBIATE";16249;;15741;;431;"PRI";"330"
"LOMBARDIA";"RHO";"MISINTO";1518;;1485;;55;"PCI-PSIUP";"292"
"LOMBARDIA";"RHO";"MISINTO";1518;;1485;;55;"PC(MARX-LEN)IT";"23"
"LOMBARDIA";"RHO";"MISINTO";1518;;1485;;55;"DC";"664"
"LOMBARDIA";"RHO";"MISINTO";1518;;1485;;55;"PLI";"20"
"LOMBARDIA";"RHO";"MISINTO";1518;;1485;;55;"PSI";"230"
"LOMBARDIA";"RHO";"MISINTO";1518;;1485;;55;"MSI";"33"
"LOMBARDIA";"RHO";"MISINTO";1518;;1485;;55;"PSDI";"138"
"LOMBARDIA";"RHO";"MISINTO";1518;;1485;;55;"PRI";"14"
"LOMBARDIA";"RHO";"NERVIANO";8078;;7907;;231;"PCI-PSIUP";"1652"
"LOMBARDIA";"RHO";"NERVIANO";8078;;7907;;231;"PC(MARX-LEN)IT";"85"
"LOMBARDIA";"RHO";"NERVIANO";8078;;7907;;231;"DC";"3758"
"LOMBARDIA";"RHO";"NERVIANO";8078;;7907;;231;"PLI";"225"
"LOMBARDIA";"RHO";"NERVIANO";8078;;7907;;231;"PSI";"1151"
"LOMBARDIA";"RHO";"NERVIANO";8078;;7907;;231;"MSI";"202"
"LOMBARDIA";"RHO";"NERVIANO";8078;;7907;;231;"PSDI";"383"
"LOMBARDIA";"RHO";"NERVIANO";8078;;7907;;231;"PRI";"131"
"LOMBARDIA";"RHO";"NOVA MILANESE";9187;;8921;;202;"PCI-PSIUP";"2868"
"LOMBARDIA";"RHO";"NOVA MILANESE";9187;;8921;;202;"PC(MARX-LEN)IT";"111"
"LOMBARDIA";"RHO";"NOVA MILANESE";9187;;8921;;202;"DC";"3148"
"LOMBARDIA";"RHO";"NOVA MILANESE";9187;;8921;;202;"PLI";"184"
"LOMBARDIA";"RHO";"NOVA MILANESE";9187;;8921;;202;"PSI";"1405"
"LOMBARDIA";"RHO";"NOVA MILANESE";9187;;8921;;202;"MSI";"307"
"LOMBARDIA";"RHO";"NOVA MILANESE";9187;;8921;;202;"PSDI";"475"
"LOMBARDIA";"RHO";"NOVA MILANESE";9187;;8921;;202;"PRI";"134"
"LOMBARDIA";"RHO";"NOVATE MILANESE";10545;;10256;;216;"PCI-PSIUP";"3742"
"LOMBARDIA";"RHO";"NOVATE MILANESE";10545;;10256;;216;"PC(MARX-LEN)IT";"96"
"LOMBARDIA";"RHO";"NOVATE MILANESE";10545;;10256;;216;"DC";"3256"
"LOMBARDIA";"RHO";"NOVATE MILANESE";10545;;10256;;216;"PLI";"333"
"LOMBARDIA";"RHO";"NOVATE MILANESE";10545;;10256;;216;"PSI";"1383"
"LOMBARDIA";"RHO";"NOVATE MILANESE";10545;;10256;;216;"MSI";"350"
"LOMBARDIA";"RHO";"NOVATE MILANESE";10545;;10256;;216;"PSDI";"517"
"LOMBARDIA";"RHO";"NOVATE MILANESE";10545;;10256;;216;"PRI";"248"
"LOMBARDIA";"RHO";"PADERNO DUGNANO";20841;;20279;;491;"PCI-PSIUP";"6761"
"LOMBARDIA";"RHO";"PADERNO DUGNANO";20841;;20279;;491;"PC(MARX-LEN)IT";"282"
"LOMBARDIA";"RHO";"PADERNO DUGNANO";20841;;20279;;491;"DC";"6640"
"LOMBARDIA";"RHO";"PADERNO DUGNANO";20841;;20279;;491;"PLI";"410"
"LOMBARDIA";"RHO";"PADERNO DUGNANO";20841;;20279;;491;"PSI";"2094"
"LOMBARDIA";"RHO";"PADERNO DUGNANO";20841;;20279;;491;"MSI";"613"
"LOMBARDIA";"RHO";"PADERNO DUGNANO";20841;;20279;;491;"PSDI";"1001"
"LOMBARDIA";"RHO";"PADERNO DUGNANO";20841;;20279;;491;"PRI";"1663"
"LOMBARDIA";"RHO";"PERO";5555;;5367;;142;"PCI-PSIUP";"2111"
"LOMBARDIA";"RHO";"PERO";5555;;5367;;142;"PC(MARX-LEN)IT";"98"
"LOMBARDIA";"RHO";"PERO";5555;;5367;;142;"DC";"1405"
"LOMBARDIA";"RHO";"PERO";5555;;5367;;142;"PLI";"125"
"LOMBARDIA";"RHO";"PERO";5555;;5367;;142;"PSI";"835"
"LOMBARDIA";"RHO";"PERO";5555;;5367;;142;"MSI";"218"
"LOMBARDIA";"RHO";"PERO";5555;;5367;;142;"PSDI";"310"
"LOMBARDIA";"RHO";"PERO";5555;;5367;;142;"PRI";"54"
"LOMBARDIA";"RHO";"POGLIANO MILANESE";3127;;3054;;110;"PCI-PSIUP";"648"
"LOMBARDIA";"RHO";"POGLIANO MILANESE";3127;;3054;;110;"PC(MARX-LEN)IT";"47"
"LOMBARDIA";"RHO";"POGLIANO MILANESE";3127;;3054;;110;"DC";"1510"
"LOMBARDIA";"RHO";"POGLIANO MILANESE";3127;;3054;;110;"PLI";"94"
"LOMBARDIA";"RHO";"POGLIANO MILANESE";3127;;3054;;110;"PSI";"347"
"LOMBARDIA";"RHO";"POGLIANO MILANESE";3127;;3054;;110;"MSI";"104"
"LOMBARDIA";"RHO";"POGLIANO MILANESE";3127;;3054;;110;"PSDI";"127"
"LOMBARDIA";"RHO";"POGLIANO MILANESE";3127;;3054;;110;"PRI";"29"
"LOMBARDIA";"RHO";"PREGNANA MILANESE";2343;;2302;;61;"PCI-PSIUP";"566"
"LOMBARDIA";"RHO";"PREGNANA MILANESE";2343;;2302;;61;"PC(MARX-LEN)IT";"29"
"LOMBARDIA";"RHO";"PREGNANA MILANESE";2343;;2302;;61;"DC";"1188"
"LOMBARDIA";"RHO";"PREGNANA MILANESE";2343;;2302;;61;"PLI";"31"
"LOMBARDIA";"RHO";"PREGNANA MILANESE";2343;;2302;;61;"PSI";"272"
"LOMBARDIA";"RHO";"PREGNANA MILANESE";2343;;2302;;61;"MSI";"40"
"LOMBARDIA";"RHO";"PREGNANA MILANESE";2343;;2302;;61;"PSDI";"66"
"LOMBARDIA";"RHO";"PREGNANA MILANESE";2343;;2302;;61;"PRI";"23"
"LOMBARDIA";"RHO";"RESCALDINA";6464;;6329;;215;"PCI-PSIUP";"1639"
"LOMBARDIA";"RHO";"RESCALDINA";6464;;6329;;215;"PC(MARX-LEN)IT";"81"
"SICILIA";"TERMINI IMERESE-CEFALU'";"ALIA";4058;;3130;;100;"PRI";"122"
"SICILIA";"TERMINI IMERESE-CEFALU'";"ALIA";4058;;3130;;100;"PLI";"105"
"LOMBARDIA";"VIMERCATE";"GORGONZOLA";7739;;7705;;191;"PLI";"260"
"LOMBARDIA";"VIMERCATE";"GORGONZOLA";7739;;7705;;191;"PSI";"1082"
"LOMBARDIA";"VIMERCATE";"GORGONZOLA";7739;;7705;;191;"MSI";"280"
"LOMBARDIA";"LODI";"RODANO";730;;707;;28;"MSI";"21"
"LOMBARDIA";"LODI";"RODANO";730;;707;;28;"PSDI";"27"
"CAMPANIA";"NOCERA INFERIORE";"SANT'EGIDIO DEL MONTE ALBINO";3576;;3314;;99;"PLI";"81"
"CAMPANIA";"NOCERA INFERIORE";"SANT'EGIDIO DEL MONTE ALBINO";3576;;3314;;99;"PSDI";"129"
"CAMPANIA";"SALERNO";"GIFFONI SEI CASALI";2185;;2011;;58;"DC";"915"
"LOMBARDIA";"VIMERCATE";"BESANA IN BRIANZA";7041;;6995;;152;"PSI";"831"
"LOMBARDIA";"VIMERCATE";"BESANA IN BRIANZA";7041;;6995;;152;"MSI";"122"
"LOMBARDIA";"VIMERCATE";"BESANA IN BRIANZA";7041;;6995;;152;"PSDI";"306"
"LOMBARDIA";"VIMERCATE";"BESANA IN BRIANZA";7041;;6995;;152;"PRI";"84"
"LOMBARDIA";"VIMERCATE";"BRIOSCO";2444;;2382;;69;"PCI-PSIUP";"407"
"LOMBARDIA";"VIMERCATE";"BRIOSCO";2444;;2382;;69;"PC(MARX-LEN)IT";"29"
"LOMBARDIA";"VIMERCATE";"BRIOSCO";2444;;2382;;69;"DC";"1367"
"LOMBARDIA";"VIMERCATE";"BRIOSCO";2444;;2382;;69;"PLI";"46"
"LOMBARDIA";"VIMERCATE";"BRIOSCO";2444;;2382;;69;"PSI";"283"
"LOMBARDIA";"VIMERCATE";"BRIOSCO";2444;;2382;;69;"MSI";"39"
"LOMBARDIA";"VIMERCATE";"BRIOSCO";2444;;2382;;69;"PSDI";"82"
"LOMBARDIA";"VIMERCATE";"BRIOSCO";2444;;2382;;69;"PRI";"23"
"LOMBARDIA";"VIMERCATE";"BURAGO DI MOLGORA";1040;;1016;;20;"PCI-PSIUP";"322"
"LOMBARDIA";"VIMERCATE";"BURAGO DI MOLGORA";1040;;1016;;20;"PC(MARX-LEN)IT";"9"
"LOMBARDIA";"VIMERCATE";"BURAGO DI MOLGORA";1040;;1016;;20;"DC";"389"
"LOMBARDIA";"VIMERCATE";"BURAGO DI MOLGORA";1040;;1016;;20;"PLI";"21"
"LOMBARDIA";"VIMERCATE";"BURAGO DI MOLGORA";1040;;1016;;20;"PSI";"205"
"LOMBARDIA";"VIMERCATE";"BURAGO DI MOLGORA";1040;;1016;;20;"MSI";"7"
"LOMBARDIA";"VIMERCATE";"BURAGO DI MOLGORA";1040;;1016;;20;"PSDI";"24"
"LOMBARDIA";"VIMERCATE";"BURAGO DI MOLGORA";1040;;1016;;20;"PRI";"10"
"LOMBARDIA";"VIMERCATE";"BUSNAGO";1508;;1480;;49;"PCI-PSIUP";"273"
"LOMBARDIA";"VIMERCATE";"BUSNAGO";1508;;1480;;49;"PC(MARX-LEN)IT";"21"
"LOMBARDIA";"VIMERCATE";"BUSNAGO";1508;;1480;;49;"DC";"856"
"LOMBARDIA";"VIMERCATE";"BUSNAGO";1508;;1480;;49;"PLI";"28"
"LOMBARDIA";"VIMERCATE";"BUSNAGO";1508;;1480;;49;"PSI";"164"
"LOMBARDIA";"VIMERCATE";"BUSNAGO";1508;;1480;;49;"MSI";"22"
"LOMBARDIA";"VIMERCATE";"BUSNAGO";1508;;1480;;49;"PSDI";"48"
"LOMBARDIA";"VIMERCATE";"BUSNAGO";1508;;1480;;49;"PRI";"5"
"LOMBARDIA";"VIMERCATE";"BUSSERO";1743;;1698;;48;"PCI-PSIUP";"436"
"LOMBARDIA";"VIMERCATE";"BUSSERO";1743;;1698;;48;"PC(MARX-LEN)IT";"24"
"LOMBARDIA";"VIMERCATE";"BUSSERO";1743;;1698;;48;"DC";"730"
"LOMBARDIA";"VIMERCATE";"BUSSERO";1743;;1698;;48;"PLI";"41"
"LOMBARDIA";"VIMERCATE";"BUSSERO";1743;;1698;;48;"PSI";"284"
"LOMBARDIA";"VIMERCATE";"BUSSERO";1743;;1698;;48;"MSI";"37"
"LOMBARDIA";"VIMERCATE";"BUSSERO";1743;;1698;;48;"PSDI";"74"
"LOMBARDIA";"VIMERCATE";"BUSSERO";1743;;1698;;48;"PRI";"12"
"LOMBARDIA";"VIMERCATE";"CAMBIAGO";1848;;1802;;55;"PCI-PSIUP";"504"
"LOMBARDIA";"VIMERCATE";"CAMBIAGO";1848;;1802;;55;"PC(MARX-LEN)IT";"20"
"LOMBARDIA";"VIMERCATE";"CAMBIAGO";1848;;1802;;55;"DC";"728"
"LOMBARDIA";"VIMERCATE";"CAMBIAGO";1848;;1802;;55;"PLI";"47"
"LOMBARDIA";"VIMERCATE";"CAMBIAGO";1848;;1802;;55;"PSI";"294"
"LOMBARDIA";"VIMERCATE";"CAMBIAGO";1848;;1802;;55;"MSI";"33"
"LOMBARDIA";"VIMERCATE";"CAMBIAGO";1848;;1802;;55;"PSDI";"81"
"LOMBARDIA";"VIMERCATE";"CAMBIAGO";1848;;1802;;55;"PRI";"20"
"LOMBARDIA";"VIMERCATE";"CAMPARADA";636;;636;;24;"PCI-PSIUP";"112"
"LOMBARDIA";"VIMERCATE";"CAMPARADA";636;;636;;24;"PC(MARX-LEN)IT";"13"
"LOMBARDIA";"VIMERCATE";"CAMPARADA";636;;636;;24;"DC";"350"
