"REGIONE";"COLLEGIO";"COMUNE";"ELETTORI";"ELETTORI_MASCHI";"VOTANTI";"VOTANTI_MASCHI";"SCHEDE_BIANCHE";"LISTA";"VOTI_LISTA"
"LOMBARDIA";"BERGAMO";"PALADINA";1704;;1664;;24;"PSDI";"75"
"LOMBARDIA";"BERGAMO";"PALADINA";1704;;1664;;24;"PRI";"5"
"LOMBARDIA";"BERGAMO";"PALAZZAGO";1395;;1358;;29;"PCI-PSIUP";"93"
"LOMBARDIA";"BERGAMO";"PALAZZAGO";1395;;1358;;29;"DC";"999"
"LOMBARDIA";"BERGAMO";"PALAZZAGO";1395;;1358;;29;"PLI";"25"
"LOMBARDIA";"BERGAMO";"PALAZZAGO";1395;;1358;;29;"PSI";"71"
"LOMBARDIA";"BERGAMO";"PALAZZAGO";1395;;1358;;29;"MSI";"40"
"LOMBARDIA";"BERGAMO";"PALAZZAGO";1395;;1358;;29;"PSDI";"47"
"LOMBARDIA";"BERGAMO";"PALAZZAGO";1395;;1358;;29;"PRI";"7"
"LOMBARDIA";"BERGAMO";"PIAZZA BREMBANA";618;;583;;18;"PCI-PSIUP";"34"
"LOMBARDIA";"BERGAMO";"PIAZZA BREMBANA";618;;583;;18;"DC";"309"
"LOMBARDIA";"BERGAMO";"PIAZZA BREMBANA";618;;583;;18;"PLI";"57"
"LOMBARDIA";"BERGAMO";"PIAZZA BREMBANA";618;;583;;18;"PSI";"87"
"LOMBARDIA";"BERGAMO";"PIAZZA BREMBANA";618;;583;;18;"MSI";"22"
"LOMBARDIA";"BERGAMO";"PIAZZA BREMBANA";618;;583;;18;"PSDI";"48"
"LOMBARDIA";"BERGAMO";"PIAZZA BREMBANA";618;;583;;18;"PRI";"7"
"LOMBARDIA";"BERGAMO";"PIAZZATORRE";303;;289;;6;"PCI-PSIUP";"31"
"LOMBARDIA";"BERGAMO";"PIAZZATORRE";303;;289;;6;"DC";"181"
"LOMBARDIA";"BERGAMO";"PIAZZATORRE";303;;289;;6;"PLI";"17"
"LOMBARDIA";"BERGAMO";"PIAZZATORRE";303;;289;;6;"PSI";"11"
"LOMBARDIA";"BERGAMO";"PIAZZATORRE";303;;289;;6;"MSI";"11"
"LOMBARDIA";"BERGAMO";"PIAZZATORRE";303;;289;;6;"PSDI";"22"
"LOMBARDIA";"BERGAMO";"PIAZZATORRE";303;;289;;6;"PRI";"5"
"LOMBARDIA";"BERGAMO";"PIAZZOLO";108;;101;;3;"PCI-PSIUP";"1"
"LOMBARDIA";"BERGAMO";"PIAZZOLO";108;;101;;3;"DC";"80"
"LOMBARDIA";"BERGAMO";"PIAZZOLO";108;;101;;3;"PLI";"1"
"LOMBARDIA";"BERGAMO";"PIAZZOLO";108;;101;;3;"PSI";"9"
"LOMBARDIA";"BERGAMO";"PIAZZOLO";108;;101;;3;"MSI";"1"
"LOMBARDIA";"BERGAMO";"PIAZZOLO";108;;101;;3;"PSDI";"2"
"LOMBARDIA";"BERGAMO";"PIAZZOLO";108;;101;;3;"PRI";"2"
"LOMBARDIA";"BERGAMO";"PONTERANICA";3147;;2988;;89;"PCI-PSIUP";"450"
"LOMBARDIA";"BERGAMO";"PONTERANICA";3147;;2988;;89;"DC";"1680"
"LOMBARDIA";"BERGAMO";"PONTERANICA";3147;;2988;;89;"PLI";"110"
"LOMBARDIA";"BERGAMO";"PONTERANICA";3147;;2988;;89;"PSI";"232"
"LOMBARDIA";"BERGAMO";"PONTERANICA";3147;;2988;;89;"MSI";"164"
"LOMBARDIA";"BERGAMO";"PONTERANICA";3147;;2988;;89;"PSDI";"190"
"LOMBARDIA";"BERGAMO";"PONTERANICA";3147;;2988;;89;"PRI";"42"
"LOMBARDIA";"BERGAMO";"PONTE SAN PIETRO";5935;;5876;;63;"PCI-PSIUP";"537"
"LOMBARDIA";"BERGAMO";"PONTE SAN PIETRO";5935;;5876;;63;"DC";"3660"
"LOMBARDIA";"BERGAMO";"PONTE SAN PIETRO";5935;;5876;;63;"PLI";"287"
"LOMBARDIA";"BERGAMO";"PONTE SAN PIETRO";5935;;5876;;63;"PSI";"480"
"LOMBARDIA";"BERGAMO";"PONTE SAN PIETRO";5935;;5876;;63;"MSI";"350"
"LOMBARDIA";"BERGAMO";"PONTE SAN PIETRO";5935;;5876;;63;"PSDI";"363"
"LOMBARDIA";"BERGAMO";"PONTE SAN PIETRO";5935;;5876;;63;"PRI";"99"
"LOMBARDIA";"BERGAMO";"PONTIDA";1525;;1459;;31;"PCI-PSIUP";"131"
"LOMBARDIA";"BERGAMO";"PONTIDA";1525;;1459;;31;"DC";"962"
"LOMBARDIA";"BERGAMO";"PONTIDA";1525;;1459;;31;"PLI";"24"
"LOMBARDIA";"BERGAMO";"PONTIDA";1525;;1459;;31;"PSI";"158"
"LOMBARDIA";"BERGAMO";"PONTIDA";1525;;1459;;31;"MSI";"60"
"LOMBARDIA";"BERGAMO";"PONTIDA";1525;;1459;;31;"PSDI";"74"
"LOMBARDIA";"BERGAMO";"PONTIDA";1525;;1459;;31;"PRI";"9"
"LOMBARDIA";"BERGAMO";"RONCOBELLO";424;;369;;8;"PCI-PSIUP";"14"
"LOMBARDIA";"BERGAMO";"RONCOBELLO";424;;369;;8;"DC";"266"
"LOMBARDIA";"BERGAMO";"RONCOBELLO";424;;369;;8;"PLI";"9"
"LOMBARDIA";"BERGAMO";"RONCOBELLO";424;;369;;8;"PSI";"37"
"LOMBARDIA";"BERGAMO";"RONCOBELLO";424;;369;;8;"MSI";"6"
"LOMBARDIA";"BERGAMO";"RONCOBELLO";424;;369;;8;"PSDI";"22"
"LOMBARDIA";"BERGAMO";"RONCOBELLO";424;;369;;8;"PRI";"5"
"LOMBARDIA";"BERGAMO";"RONCOLA";349;;277;;5;"PCI-PSIUP";"5"
"LOMBARDIA";"BERGAMO";"RONCOLA";349;;277;;5;"DC";"229"
"LOMBARDIA";"BERGAMO";"RONCOLA";349;;277;;5;"PLI";"6"
"LOMBARDIA";"BERGAMO";"RONCOLA";349;;277;;5;"PSI";"4"
"LOMBARDIA";"BERGAMO";"RONCOLA";349;;277;;5;"MSI";"8"
"LOMBARDIA";"BERGAMO";"RONCOLA";349;;277;;5;"PSDI";"9"
"LOMBARDIA";"BERGAMO";"RONCOLA";349;;277;;5;"PRI";"5"
"LOMBARDIA";"BERGAMO";"ROTA D'IMAGNA";483;;444;;11;"PCI-PSIUP";"19"
"LOMBARDIA";"BERGAMO";"ROTA D'IMAGNA";483;;444;;11;"DC";"325"
"LOMBARDIA";"BERGAMO";"ROTA D'IMAGNA";483;;444;;11;"PLI";"10"
"LOMBARDIA";"BERGAMO";"ROTA D'IMAGNA";483;;444;;11;"PSI";"9"
"LOMBARDIA";"BERGAMO";"ROTA D'IMAGNA";483;;444;;11;"MSI";"46"
"LOMBARDIA";"BERGAMO";"ROTA D'IMAGNA";483;;444;;11;"PSDI";"16"
"LOMBARDIA";"BERGAMO";"ROTA D'IMAGNA";483;;444;;11;"PRI";"2"
"LOMBARDIA";"BERGAMO";"SAN GIOVANNI BIANCO";2838;;2681;;95;"PCI-PSIUP";"165"
"LOMBARDIA";"BERGAMO";"SAN GIOVANNI BIANCO";2838;;2681;;95;"DC";"1782"
"LOMBARDIA";"BERGAMO";"SAN GIOVANNI BIANCO";2838;;2681;;95;"PLI";"89"
"LOMBARDIA";"BERGAMO";"SAN GIOVANNI BIANCO";2838;;2681;;95;"PSI";"329"
"LOMBARDIA";"BERGAMO";"SAN GIOVANNI BIANCO";2838;;2681;;95;"MSI";"50"
"LOMBARDIA";"BERGAMO";"SAN GIOVANNI BIANCO";2838;;2681;;95;"PSDI";"112"
"LOMBARDIA";"BERGAMO";"SAN GIOVANNI BIANCO";2838;;2681;;95;"PRI";"25"
"LOMBARDIA";"BERGAMO";"SAN PELLEGRINO TERME";3094;;2910;;63;"PCI-PSIUP";"220"
"LOMBARDIA";"BERGAMO";"SAN PELLEGRINO TERME";3094;;2910;;63;"DC";"1671"
"LOMBARDIA";"BERGAMO";"SAN PELLEGRINO TERME";3094;;2910;;63;"PLI";"170"
"LOMBARDIA";"BERGAMO";"SAN PELLEGRINO TERME";3094;;2910;;63;"PSI";"440"
"LOMBARDIA";"BERGAMO";"SAN PELLEGRINO TERME";3094;;2910;;63;"MSI";"100"
"LOMBARDIA";"BERGAMO";"SAN PELLEGRINO TERME";3094;;2910;;63;"PSDI";"167"
"PIEMONTE";"ALESSANDRIA-TORTONA";"CASALNOCETO";704;;670;;21;"PSI";"43"
"PIEMONTE";"ALESSANDRIA-TORTONA";"CASALNOCETO";704;;670;;21;"PLI";"39"
"PIEMONTE";"ALESSANDRIA-TORTONA";"CASALNOCETO";704;;670;;21;"PCI-PSIUP";"164"
"PIEMONTE";"ALESSANDRIA-TORTONA";"CASALNOCETO";704;;670;;21;"DC";"284"
"PIEMONTE";"ALESSANDRIA-TORTONA";"CASALNOCETO";704;;670;;21;"PSDI";"50"
"PIEMONTE";"ALESSANDRIA-TORTONA";"CASALNOCETO";704;;670;;21;"MSI";"47"
"PIEMONTE";"ALESSANDRIA-TORTONA";"CASASCO";234;;226;;14;"PRI";"10"
"PIEMONTE";"ALESSANDRIA-TORTONA";"CASASCO";234;;226;;14;"PSI";"9"
"PIEMONTE";"ALESSANDRIA-TORTONA";"CASASCO";234;;226;;14;"PLI";"2"
"PIEMONTE";"ALESSANDRIA-TORTONA";"CASASCO";234;;226;;14;"PCI-PSIUP";"40"
"PIEMONTE";"ALESSANDRIA-TORTONA";"CASASCO";234;;226;;14;"DC";"96"
"PIEMONTE";"ALESSANDRIA-TORTONA";"CASASCO";234;;226;;14;"PSDI";"40"
"PIEMONTE";"ALESSANDRIA-TORTONA";"CASASCO";234;;226;;14;"MSI";"8"
"PIEMONTE";"ALESSANDRIA-TORTONA";"CASTELLANIA";138;;129;;7;"PRI";"9"
"PIEMONTE";"ALESSANDRIA-TORTONA";"CASTELLANIA";138;;129;;7;"PSI";"13"
"PIEMONTE";"ALESSANDRIA-TORTONA";"CASTELLANIA";138;;129;;7;"PLI";"2"
"PIEMONTE";"ALESSANDRIA-TORTONA";"CASTELLANIA";138;;129;;7;"PCI-PSIUP";"13"
"PIEMONTE";"ALESSANDRIA-TORTONA";"CASTELLANIA";138;;129;;7;"DC";"64"
"PIEMONTE";"ALESSANDRIA-TORTONA";"CASTELLANIA";138;;129;;7;"PSDI";"11"
"PIEMONTE";"ALESSANDRIA-TORTONA";"CASTELLANIA";138;;129;;7;"MSI";"9"
"PIEMONTE";"ALESSANDRIA-TORTONA";"CASTELLAR GUIDOBONO";328;;312;;13;"PRI";"10"
"PIEMONTE";"ALESSANDRIA-TORTONA";"CASTELLAR GUIDOBONO";328;;312;;13;"PSI";"35"
"PIEMONTE";"ALESSANDRIA-TORTONA";"CASTELLAR GUIDOBONO";328;;312;;13;"PLI";"13"
"PIEMONTE";"ALESSANDRIA-TORTONA";"CASTELLAR GUIDOBONO";328;;312;;13;"PCI-PSIUP";"96"
"PIEMONTE";"ALESSANDRIA-TORTONA";"CASTELLAR GUIDOBONO";328;;312;;13;"DC";"110"
"PIEMONTE";"ALESSANDRIA-TORTONA";"CASTELLAR GUIDOBONO";328;;312;;13;"PSDI";"27"
"PIEMONTE";"ALESSANDRIA-TORTONA";"CASTELLAR GUIDOBONO";328;;312;;13;"MSI";"7"
"PIEMONTE";"ALESSANDRIA-TORTONA";"CASTELLAZZO BORMIDA";3750;;3566;;138;"PRI";"60"
"PIEMONTE";"ALESSANDRIA-TORTONA";"CASTELLAZZO BORMIDA";3750;;3566;;138;"PSI";"391"
"PIEMONTE";"ALESSANDRIA-TORTONA";"CASTELLAZZO BORMIDA";3750;;3566;;138;"PLI";"194"
"PIEMONTE";"ALESSANDRIA-TORTONA";"CASTELLAZZO BORMIDA";3750;;3566;;138;"PCI-PSIUP";"1147"
"PIEMONTE";"ALESSANDRIA-TORTONA";"CASTELLAZZO BORMIDA";3750;;3566;;138;"DC";"1099"
"PIEMONTE";"ALESSANDRIA-TORTONA";"CASTELLAZZO BORMIDA";3750;;3566;;138;"PSDI";"344"
"PIEMONTE";"ALESSANDRIA-TORTONA";"CASTELLAZZO BORMIDA";3750;;3566;;138;"MSI";"151"
"PIEMONTE";"ALESSANDRIA-TORTONA";"CASTELNUOVO SCRIVIA";4090;;3971;;172;"PRI";"134"
"PIEMONTE";"ALESSANDRIA-TORTONA";"CASTELNUOVO SCRIVIA";4090;;3971;;172;"PSI";"329"
"PIEMONTE";"ALESSANDRIA-TORTONA";"CASTELNUOVO SCRIVIA";4090;;3971;;172;"PLI";"251"
"PIEMONTE";"ALESSANDRIA-TORTONA";"CASTELNUOVO SCRIVIA";4090;;3971;;172;"PCI-PSIUP";"1272"
"PIEMONTE";"ALESSANDRIA-TORTONA";"CASTELNUOVO SCRIVIA";4090;;3971;;172;"DC";"1060"
"PIEMONTE";"ALESSANDRIA-TORTONA";"CASTELNUOVO SCRIVIA";4090;;3971;;172;"PSDI";"281"
"PIEMONTE";"ALESSANDRIA-TORTONA";"CASTELNUOVO SCRIVIA";4090;;3971;;172;"MSI";"428"
"PIEMONTE";"ALESSANDRIA-TORTONA";"CASTELSPINA";424;;395;;15;"PRI";"1"
"PIEMONTE";"ALESSANDRIA-TORTONA";"CASTELSPINA";424;;395;;15;"PSI";"31"
"PIEMONTE";"ALESSANDRIA-TORTONA";"CASTELSPINA";424;;395;;15;"PLI";"5"
"PIEMONTE";"ALESSANDRIA-TORTONA";"CASTELSPINA";424;;395;;15;"PCI-PSIUP";"115"
"PIEMONTE";"ALESSANDRIA-TORTONA";"CASTELSPINA";424;;395;;15;"DC";"171"
"PIEMONTE";"ALESSANDRIA-TORTONA";"CASTELSPINA";424;;395;;15;"PSDI";"43"
"PIEMONTE";"ALESSANDRIA-TORTONA";"CASTELSPINA";424;;395;;15;"MSI";"12"
"PIEMONTE";"ALESSANDRIA-TORTONA";"CERRETO GRUE";347;;336;;4;"PRI";"3"
"PIEMONTE";"ALESSANDRIA-TORTONA";"CERRETO GRUE";347;;336;;4;"PSI";"39"
"MARCHE";"MACERATA";"MATELICA";5735;;5276;;191;"DC";"2075"
"MARCHE";"MACERATA";"MONTECASSIANO";3286;;3194;;111;"PSDI";"81"
"MARCHE";"MACERATA";"MONTECASSIANO";3286;;3194;;111;"PLI";"82"
"CALABRIA";"CATANZARO";"DAVOLI";1995;;1814;;48;"PRI";"15"
"CALABRIA";"CATANZARO";"DAVOLI";1995;;1814;;48;"PSDI";"121"
"CALABRIA";"CATANZARO";"FOSSATO SERRALTA";515;;405;;14;"PLI";"9"
"CALABRIA";"CATANZARO";"FOSSATO SERRALTA";515;;405;;14;"PCI-PSIUP";"42"
"CALABRIA";"CATANZARO";"FOSSATO SERRALTA";515;;405;;14;"MSI";"29"
"VENETO";"BELLUNO";"LONGARONE";2638;;2368;;54;"PSI";"331"
"VENETO";"BELLUNO";"LONGARONE";2638;;2368;;54;"DC";"961"
"VENETO";"BELLUNO";"LORENZAGO DI CADORE";478;;412;;2;"PCI-PSIUP";"40"
"VENETO";"BELLUNO";"LORENZAGO DI CADORE";478;;412;;2;"PSDI";"70"
"VENETO";"BELLUNO";"LORENZAGO DI CADORE";478;;412;;2;"PLI";"10"
"VENETO";"BELLUNO";"LORENZAGO DI CADORE";478;;412;;2;"PRI";"11"
"MARCHE";"MACERATA";"MONTE CAVALLO";211;;194;;15;"PSI";"7"
"MARCHE";"MACERATA";"MONTE CAVALLO";211;;194;;15;"DC";"110"
"MARCHE";"MACERATA";"MONTEFANO";2133;;2066;;95;"PSDI";"39"
"MARCHE";"MACERATA";"MONTEFANO";2133;;2066;;95;"PLI";"65"
"MARCHE";"MACERATA";"MONTEFANO";2133;;2066;;95;"MSI";"59"
"MARCHE";"MACERATA";"MONTEFANO";2133;;2066;;95;"PRI";"32"
"MARCHE";"MACERATA";"MONTEFANO";2133;;2066;;95;"PCI-PSIUP";"388"
"MARCHE";"MACERATA";"MONTEFANO";2133;;2066;;95;"PSI";"174"
"MARCHE";"MACERATA";"MONTEFANO";2133;;2066;;95;"DC";"1193"
"MARCHE";"MACERATA";"MONTELUPONE";2041;;1965;;94;"PSDI";"65"
"MARCHE";"MACERATA";"MONTELUPONE";2041;;1965;;94;"PLI";"52"
"MARCHE";"MACERATA";"MONTELUPONE";2041;;1965;;94;"MSI";"56"
"MARCHE";"MACERATA";"MONTELUPONE";2041;;1965;;94;"PRI";"66"
"MARCHE";"MACERATA";"MONTELUPONE";2041;;1965;;94;"PCI-PSIUP";"322"
"LIGURIA";"IMPERIA";"ONZO";212;;207;;8;"PSI";"17"
"LIGURIA";"IMPERIA";"ONZO";212;;207;;8;"DC";"140"
"LIGURIA";"IMPERIA";"ONZO";212;;207;;8;"PRI";"7"
"LIGURIA";"IMPERIA";"ONZO";212;;207;;8;"PLI";"2"
"LIGURIA";"IMPERIA";"ORTOVERO";639;;602;;38;"PCI-PSIUP";"71"
"LIGURIA";"IMPERIA";"ORTOVERO";639;;602;;38;"MSI";"23"
"LIGURIA";"IMPERIA";"ORTOVERO";639;;602;;38;"PSDI";"18"
"LIGURIA";"IMPERIA";"ORTOVERO";639;;602;;38;"PSI";"43"
"LIGURIA";"IMPERIA";"ORTOVERO";639;;602;;38;"DC";"358"
"LIGURIA";"IMPERIA";"ORTOVERO";639;;602;;38;"PRI";"13"
"LIGURIA";"IMPERIA";"ORTOVERO";639;;602;;38;"PLI";"21"
"LIGURIA";"IMPERIA";"STELLANELLO";616;;578;;43;"PCI-PSIUP";"100"
"LIGURIA";"IMPERIA";"STELLANELLO";616;;578;;43;"MSI";"8"
"LIGURIA";"IMPERIA";"STELLANELLO";616;;578;;43;"PSDI";"34"
"LIGURIA";"IMPERIA";"STELLANELLO";616;;578;;43;"PSI";"56"
"LIGURIA";"IMPERIA";"STELLANELLO";616;;578;;43;"DC";"299"
"LIGURIA";"IMPERIA";"STELLANELLO";616;;578;;43;"PRI";"7"
"LIGURIA";"IMPERIA";"STELLANELLO";616;;578;;43;"PLI";"14"
"LIGURIA";"IMPERIA";"TESTICO";187;;176;;15;"PCI-PSIUP";"30"
"LIGURIA";"IMPERIA";"TESTICO";187;;176;;15;"MSI";"1"
"LIGURIA";"IMPERIA";"TESTICO";187;;176;;15;"PSDI";"4"
"LIGURIA";"IMPERIA";"TESTICO";187;;176;;15;"PSI";"10"
"LIGURIA";"IMPERIA";"TESTICO";187;;176;;15;"DC";"106"
"LIGURIA";"IMPERIA";"TESTICO";187;;176;;15;"PRI";"1"
"LIGURIA";"IMPERIA";"TESTICO";187;;176;;15;"PLI";"5"
"LIGURIA";"IMPERIA";"VENDONE";307;;285;;10;"PCI-PSIUP";"60"
"LIGURIA";"IMPERIA";"VENDONE";307;;285;;10;"MSI";"8"
"LIGURIA";"IMPERIA";"VENDONE";307;;285;;10;"PSDI";"18"
"LIGURIA";"IMPERIA";"VENDONE";307;;285;;10;"PSI";"24"
"LIGURIA";"IMPERIA";"VENDONE";307;;285;;10;"DC";"160"
"LIGURIA";"IMPERIA";"VENDONE";307;;285;;10;"PRI";"2"
"LIGURIA";"IMPERIA";"VENDONE";307;;285;;10;"PLI";"2"
"LIGURIA";"IMPERIA";"VILLANOVA D'ALBENGA";810;;781;;36;"PCI-PSIUP";"181"
"LIGURIA";"IMPERIA";"VILLANOVA D'ALBENGA";810;;781;;36;"MSI";"29"
"LIGURIA";"IMPERIA";"VILLANOVA D'ALBENGA";810;;781;;36;"PSDI";"31"
"LIGURIA";"IMPERIA";"VILLANOVA D'ALBENGA";810;;781;;36;"PSI";"52"
"LIGURIA";"IMPERIA";"VILLANOVA D'ALBENGA";810;;781;;36;"DC";"398"
"LIGURIA";"IMPERIA";"VILLANOVA D'ALBENGA";810;;781;;36;"PRI";"9"
"LIGURIA";"IMPERIA";"VILLANOVA D'ALBENGA";810;;781;;36;"PLI";"34"
"TRENTINO-ALTO ADIGE";"TRENTO";"ALBIANO";767;;746;;24;"MSI";"6"
"TRENTINO-ALTO ADIGE";"TRENTO";"ALBIANO";767;;746;;24;"PPST-PPTT";"53"
"TRENTINO-ALTO ADIGE";"TRENTO";"ALBIANO";767;;746;;24;"DC";"553"
"TRENTINO-ALTO ADIGE";"TRENTO";"ALBIANO";767;;746;;24;"PCI-PSIUP";"38"
"TRENTINO-ALTO ADIGE";"TRENTO";"ALBIANO";767;;746;;24;"PLI";"10"
"TRENTINO-ALTO ADIGE";"TRENTO";"ALBIANO";767;;746;;24;"PRI";"8"
"TRENTINO-ALTO ADIGE";"TRENTO";"ALBIANO";767;;746;;24;"PSI";"23"
"TRENTINO-ALTO ADIGE";"TRENTO";"ALBIANO";767;;746;;24;"PSDI";"25"
"TRENTINO-ALTO ADIGE";"TRENTO";"ALDENO";1256;;1209;;25;"MSI";"19"
"TRENTINO-ALTO ADIGE";"TRENTO";"ALDENO";1256;;1209;;25;"PPST-PPTT";"34"
"TRENTINO-ALTO ADIGE";"TRENTO";"ALDENO";1256;;1209;;25;"DC";"722"
"TRENTINO-ALTO ADIGE";"TRENTO";"ALDENO";1256;;1209;;25;"PCI-PSIUP";"78"
"TRENTINO-ALTO ADIGE";"TRENTO";"ALDENO";1256;;1209;;25;"PLI";"31"
"TRENTINO-ALTO ADIGE";"TRENTO";"ALDENO";1256;;1209;;25;"PRI";"12"
"TRENTINO-ALTO ADIGE";"TRENTO";"ALDENO";1256;;1209;;25;"PSI";"216"
"TRENTINO-ALTO ADIGE";"TRENTO";"ALDENO";1256;;1209;;25;"PSDI";"67"
"TRENTINO-ALTO ADIGE";"TRENTO";"BOSENTINO";392;;380;;1;"MSI";"5"
"TRENTINO-ALTO ADIGE";"TRENTO";"BOSENTINO";392;;380;;1;"PPST-PPTT";"12"
"TRENTINO-ALTO ADIGE";"TRENTO";"BOSENTINO";392;;380;;1;"DC";"220"
"TRENTINO-ALTO ADIGE";"TRENTO";"BOSENTINO";392;;380;;1;"PCI-PSIUP";"48"
"TRENTINO-ALTO ADIGE";"TRENTO";"BOSENTINO";392;;380;;1;"PLI";"11"
"TRENTINO-ALTO ADIGE";"TRENTO";"BOSENTINO";392;;380;;1;"PRI";"9"
"TRENTINO-ALTO ADIGE";"TRENTO";"BOSENTINO";392;;380;;1;"PSI";"54"
"TRENTINO-ALTO ADIGE";"TRENTO";"BOSENTINO";392;;380;;1;"PSDI";"20"
"TRENTINO-ALTO ADIGE";"TRENTO";"CALAVINO";609;;612;;34;"MSI";"15"
"TRENTINO-ALTO ADIGE";"TRENTO";"CALAVINO";609;;612;;34;"PPST-PPTT";"12"
"TRENTINO-ALTO ADIGE";"TRENTO";"CALAVINO";609;;612;;34;"DC";"404"
"TRENTINO-ALTO ADIGE";"TRENTO";"CALAVINO";609;;612;;34;"PCI-PSIUP";"25"
"TRENTINO-ALTO ADIGE";"TRENTO";"CALAVINO";609;;612;;34;"PLI";"17"
"TRENTINO-ALTO ADIGE";"TRENTO";"CALAVINO";609;;612;;34;"PRI";"8"
"TRENTINO-ALTO ADIGE";"TRENTO";"CALAVINO";609;;612;;34;"PSI";"55"
"TRENTINO-ALTO ADIGE";"TRENTO";"CALAVINO";609;;612;;34;"PSDI";"23"
"TRENTINO-ALTO ADIGE";"TRENTO";"CAVEDINE";1326;;1247;;34;"MSI";"10"
"TRENTINO-ALTO ADIGE";"TRENTO";"CAVEDINE";1326;;1247;;34;"PPST-PPTT";"13"
"TRENTINO-ALTO ADIGE";"TRENTO";"CAVEDINE";1326;;1247;;34;"DC";"998"
"TRENTINO-ALTO ADIGE";"TRENTO";"CAVEDINE";1326;;1247;;34;"PCI-PSIUP";"26"
"TRENTINO-ALTO ADIGE";"TRENTO";"CAVEDINE";1326;;1247;;34;"PLI";"17"
"TRENTINO-ALTO ADIGE";"TRENTO";"CAVEDINE";1326;;1247;;34;"PRI";"7"
"TRENTINO-ALTO ADIGE";"TRENTO";"CAVEDINE";1326;;1247;;34;"PSI";"68"
"TRENTINO-ALTO ADIGE";"TRENTO";"CAVEDINE";1326;;1247;;34;"PSDI";"62"
"TRENTINO-ALTO ADIGE";"TRENTO";"CEMBRA";834;;785;;23;"MSI";"9"
"TRENTINO-ALTO ADIGE";"TRENTO";"CEMBRA";834;;785;;23;"PPST-PPTT";"90"
"TRENTINO-ALTO ADIGE";"TRENTO";"CEMBRA";834;;785;;23;"DC";"508"
"TRENTINO-ALTO ADIGE";"TRENTO";"CEMBRA";834;;785;;23;"PCI-PSIUP";"23"
"TRENTINO-ALTO ADIGE";"TRENTO";"CEMBRA";834;;785;;23;"PLI";"22"
"TRENTINO-ALTO ADIGE";"TRENTO";"CEMBRA";834;;785;;23;"PRI";"5"
"TRENTINO-ALTO ADIGE";"TRENTO";"CEMBRA";834;;785;;23;"PSI";"69"
"TRENTINO-ALTO ADIGE";"TRENTO";"CEMBRA";834;;785;;23;"PSDI";"21"
"TRENTINO-ALTO ADIGE";"TRENTO";"CIMONE";383;;373;;8;"MSI";"1"
"TRENTINO-ALTO ADIGE";"TRENTO";"CIMONE";383;;373;;8;"PPST-PPTT";"17"
"TRENTINO-ALTO ADIGE";"TRENTO";"CIMONE";383;;373;;8;"DC";"275"
"TRENTINO-ALTO ADIGE";"TRENTO";"CIMONE";383;;373;;8;"PCI-PSIUP";"14"
"TRENTINO-ALTO ADIGE";"TRENTO";"CIMONE";383;;373;;8;"PLI";"7"
"TRENTINO-ALTO ADIGE";"TRENTO";"CIMONE";383;;373;;8;"PRI";"1"
"TRENTINO-ALTO ADIGE";"TRENTO";"CIMONE";383;;373;;8;"PSI";"23"
"MOLISE";"CAMPOBASSO-ISERNIA";"BUSSO";1410;;935;;26;"PCI-PSIUP-PSI";"111"
"MOLISE";"CAMPOBASSO-ISERNIA";"BUSSO";1410;;935;;26;"DC";"560"
"MOLISE";"CAMPOBASSO-ISERNIA";"BUSSO";1410;;935;;26;"MSI";"48"
"MOLISE";"CAMPOBASSO-ISERNIA";"BUSSO";1410;;935;;26;"PRI";"8"
"MOLISE";"CAMPOBASSO-ISERNIA";"CAMPOBASSO";24714;;22659;;625;"PLI";"657"
"MOLISE";"CAMPOBASSO-ISERNIA";"CAMPOBASSO";24714;;22659;;625;"PSDI";"1703"
"MOLISE";"CAMPOBASSO-ISERNIA";"CAMPOBASSO";24714;;22659;;625;"PCI-PSIUP-PSI";"5349"
"MOLISE";"CAMPOBASSO-ISERNIA";"CAMPOBASSO";24714;;22659;;625;"DC";"11092"
"MOLISE";"CAMPOBASSO-ISERNIA";"CAMPOBASSO";24714;;22659;;625;"MSI";"2224"
"MOLISE";"CAMPOBASSO-ISERNIA";"CAMPOBASSO";24714;;22659;;625;"PRI";"565"
"MOLISE";"CAMPOBASSO-ISERNIA";"CAMPOCHIARO";558;;440;;14;"PLI";"60"
"MOLISE";"CAMPOBASSO-ISERNIA";"CAMPOCHIARO";558;;440;;14;"PSDI";"6"
"MOLISE";"CAMPOBASSO-ISERNIA";"CAMPOCHIARO";558;;440;;14;"PCI-PSIUP-PSI";"41"
"MOLISE";"CAMPOBASSO-ISERNIA";"CAMPOCHIARO";558;;440;;14;"DC";"228"
"MOLISE";"CAMPOBASSO-ISERNIA";"CAMPOCHIARO";558;;440;;14;"MSI";"74"
"MOLISE";"CAMPOBASSO-ISERNIA";"CAMPOCHIARO";558;;440;;14;"PRI";"7"
"MOLISE";"CAMPOBASSO-ISERNIA";"CAMPODIPIETRA";1006;;826;;17;"PLI";"31"
"MOLISE";"CAMPOBASSO-ISERNIA";"CAMPODIPIETRA";1006;;826;;17;"PSDI";"97"
"MOLISE";"CAMPOBASSO-ISERNIA";"CAMPODIPIETRA";1006;;826;;17;"PCI-PSIUP-PSI";"113"
"MOLISE";"CAMPOBASSO-ISERNIA";"CAMPODIPIETRA";1006;;826;;17;"DC";"507"
